AverageLoss	Counter	DH_Mean_NoPunct	DH_Sigma_NoPunct	Dependency	Distance_Mean_NoPunct	Distance_Sigma_NoPunct	FileName	Language	Language_	ModelName
10.0	1990000	1.2907387	-0.028387714	advmod	0.08891703	-0.004048179	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	5.6739764	0.12494215	amod	-9.411227	0.17324899	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-6.135906	0.34805882	appos	0.7527919	0.12518506	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.60301656	0.032000788	aux	1.3071214	0.02686281	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	4.567009	0.05802955	case	-0.8815893	0.06461821	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	5.686124	0.29438064	cc	4.791224	0.1581437	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-1.880781	0.11179082	ccomp	3.3675838	0.12768058	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-1.8911234	0.085288465	compound	1.6792806	0.056993607	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-6.735209	0.35150486	conj	2.8499305	0.10243109	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.53347147	0.066664435	cop	0.5829166	0.08861856	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.6926333	0.13613924	csubj	3.249988	0.18264624	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	1.3405089	0.38721508	dep	2.1180344	0.45481226	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	7.307296	0.24335824	det	-4.884258	0.10695486	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.76445425	0.8941629	discourse	0.33528763	1.0032374	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.68175095	0.09202603	expl	0.3546557	0.03436783	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-1.9228107	0.69624835	fixed	-0.20419362	1.0002761	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-6.680806	0.40134838	flat	-3.576376	0.25653464	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.5988671	0.15907578	iobj	0.08766852	0.09665479	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	3.1197348	0.08202142	mark	0.91347045	0.06755714	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-2.4256904	0.021178974	nmod	-0.3879894	0.01592843	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	1.2308471	0.03202348	nsubj	0.7276492	-0.03144452	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	5.961691	0.35292476	nummod	-8.548501	0.13187273	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.5118247	0.008659377	obj	0.08120133	-0.043706104	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.74019444	-0.05910865	obl	0.19151416	-0.019603059	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.9147427	0.9506372	orphan	0.76448685	0.95936155	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-3.3615274	0.17839187	parataxis	4.482223	0.14129345	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.020460831	1.010565	punct	0.011879235	1.0149015	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.06188126	1.0094323	vocative	0.009254568	0.9966266	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.82166624	0.032895446	xcomp	0.87661004	0.087915935	7740434	German_2.6-10000_inferRealGrammars.py	German-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-3.218117	0.04857463	acl	3.0515802	0.011003667	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.7556277	-0.029100647	advcl	2.1699636	0.022865007	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	1.3495301	-0.043744147	advmod	0.17784123	-0.06448361	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.168104	0.18315808	amod	-9.897042	-0.05425719	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-7.4616995	0.3562708	appos	0.8102558	-0.07952533	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.5805466	-0.016579924	aux	1.3950367	0.016945206	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	4.512045	-0.08293538	case	-0.91836476	-0.053508002	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	5.870445	0.14126392	cc	5.420277	-0.06723786	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-1.8655571	-0.018908285	ccomp	3.7309961	-0.026857398	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-2.0368192	-0.056468043	compound	1.8156128	0.024167133	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-8.120478	0.33431906	conj	3.0855887	-0.046912607	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.50026596	-0.049001824	cop	0.69070095	0.029981911	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.5616675	0.067345925	csubj	3.7497737	0.033936944	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.9343871	0.15445781	dep	2.2644842	0.3718476	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	7.7090693	0.16212696	det	-5.223295	0.07691979	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.38336745	0.92389435	discourse	0.21711676	1.0018779	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.4823432	0.10210127	expl	0.37789726	-0.04662278	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-3.0125897	0.5546459	fixed	0.019662544	1.0243243	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-8.02871	0.35042048	flat	-3.891522	0.1509759	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.82835287	0.080780126	iobj	0.3505217	-0.008055014	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	3.1609504	-0.015479635	mark	1.0361646	0.034336973	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-2.4323044	0.017710032	nmod	-0.24819084	-0.032605927	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	1.2251073	-0.034983855	nsubj	0.8600149	-0.0117614865	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.2909966	0.17895569	nummod	-9.204443	-0.16055995	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.52509165	-0.03286489	obj	0.18970047	0.024295479	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.84626245	-0.022445709	obl	0.23234646	0.0029167228	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.7156878	0.73560303	orphan	0.4028561	1.0794727	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-3.4645061	0.09622408	parataxis	4.580488	-0.051291782	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.018401004	0.9737505	punct	-0.008995322	0.99574727	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.23136966	0.9945975	reparandum	-0.027594479	0.997108	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.08362645	1.0095369	vocative	0.10371356	1.0150812	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.820756	-0.022611383	xcomp	0.97748464	0.03580186	9937608	German_2.6-50000_inferRealGrammars.py	German-50000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-2.8985674	0.27117202	acl	2.1039937	0.3500365	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.81686014	0.19367403	advcl	1.6511254	0.24199101	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	1.2847891	0.038103547	advmod	-0.29341027	0.08702184	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	5.0109005	0.37079176	amod	-7.525533	0.21196182	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-4.3138247	0.42706126	appos	0.34661448	0.28574967	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.5124622	0.05276657	aux	0.8947089	0.07404629	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	4.277173	0.16197571	case	-0.54252285	0.1387886	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	4.599527	0.41248423	cc	4.1550074	0.42587015	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-1.9404048	0.23873027	ccomp	2.6828644	0.364304	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-1.9047832	0.26600578	compound	1.2603385	0.20952378	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-4.8513474	0.41205785	conj	2.5373986	0.21506675	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.2053125	0.11586468	cop	0.13180397	0.17008463	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.2837845	0.32052472	csubj	2.712682	0.4768089	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	1.0852443	0.7208291	dep	0.62924457	0.9263058	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.0097933	0.3730557	det	-3.9962754	0.15776908	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.6715706	0.24256894	expl	0.028045425	0.2164503	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.9306676	0.8264012	fixed	-0.025691729	1.0089214	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-4.7844896	0.418003	flat	-3.373403	0.38313958	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.6106085	0.34169286	iobj	-0.2513755	0.24094826	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	2.7727194	0.24487235	mark	0.49355802	0.082843035	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-2.51324	0.13889349	nmod	-0.7199726	0.21381603	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	1.2628433	0.05370153	nsubj	0.3118816	0.028071994	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	3.9409766	0.40894994	nummod	-5.677509	0.4122939	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.45794952	0.050600115	obj	-0.38185674	0.051964093	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.79774284	0.08380786	obl	-0.2968359	0.04578326	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-2.792466	0.4548323	parataxis	3.4852142	0.3886235	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.02432878	0.99599963	punct	-0.0040528323	1.0079762	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.62925255	0.20385553	xcomp	0.45590425	0.15778998	624456	German_2.6-1000_inferRealGrammars.py	German-1000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.2504344	0.33172405	acl	1.7050871	0.04543416	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.8164926	0.33441946	advcl	2.0003142	-0.017894227	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	5.810666	0.2667509	advmod	0.94127536	0.07929871	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	5.194961	0.21397766	amod	0.29173768	0.022900231	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-1.3030062	0.699574	appos	-1.3250602	0.80519235	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-4.8323426	0.07198324	aux	-1.3637393	-0.04135791	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-5.7286873	0.13456379	case	-0.5832871	0.027274074	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.7714026	0.04224697	cc	1.8374221	0.04031148	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	3.1508346	0.53508395	ccomp	-0.50301474	0.45108065	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	2.546815	-0.034051314	compound	-1.1761746	0.023577847	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-5.4273343	0.388438	cop	-1.4965259	0.05721223	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	2.6126597	0.5808469	csubj	1.7362407	0.32761216	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.23386137	0.02739032	dep	-0.4820121	0.0121772215	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	5.279002	0.4147439	det	0.95709926	0.15405726	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	0.1597818	0.21444117	discourse	1.3003234	0.267706	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	3.4572396	0.5199363	dislocated	2.7682195	0.22107884	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-4.8769	0.40134147	fixed	-0.31195322	0.966969	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.0028386	0.36427143	iobj	0.09278099	0.11518774	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-6.087208	0.17941265	mark	-1.6497169	-0.040201217	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	7.195374	0.21199615	nmod	1.3549058	0.01426909	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	7.1577873	0.3477466	nsubj	1.5487134	0.033867165	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	3.5279515	0.04835335	nummod	-1.2904621	0.026028847	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.7014112	0.34207806	obj	-0.1961894	0.043761685	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	6.9079127	0.3667295	obl	1.174597	0.017309034	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.035931922	1.0320337	punct	-0.020293126	1.0097045	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
10.0	1990000	-0.038352676	0.98850507	reparandum	0.050990976	0.99879587	1210254	Japanese_2.6-10000_inferRealGrammars.py	Japanese-10000_inferRealGrammars.py	inferRealGrammars.py
